number,spam_label,reported_by_users,avg_call_frequency,avg_call_duration,no_of_unique_contacts,report_ratio,most_active_hour
7156458368,not_spam,2,2,318,64,0.02,15
9969969677,spam,136,24,49,9,3.84,6
7949969120,spam,471,96,43,13,1.51,3
8570821918,spam,157,88,13,13,3.09,1
9477200161,not_spam,1,9,322,71,0.04,22
9662401385,not_spam,0,7,199,87,0.05,17
7816368803,spam,276,97,7,7,4.64,1
6013704595,not_spam,1,4,177,54,0.04,17
7104713913,spam,431,67,49,9,4.3,4
7635711138,spam,236,76,20,15,4.44,2
7621437590,spam,274,80,23,10,1.58,2
8281676945,not_spam,2,8,64,65,0.03,16
8898731130,spam,463,80,36,5,4.68,0
9120561094,not_spam,2,9,162,95,0.04,21
7506162337,not_spam,1,6,199,84,0.04,9
7912680927,not_spam,2,3,314,80,0.01,10
9584556365,not_spam,2,10,248,89,0.04,21
8040979717,not_spam,2,4,504,94,0.03,8
8240355937,not_spam,1,4,84,28,0.03,16
6408680940,spam,317,22,31,8,1.03,4
9076866876,not_spam,1,5,327,67,0.02,11
8547387204,spam,62,34,56,4,4.74,6
9095425171,spam,159,96,36,15,2.57,4
7351076894,not_spam,1,8,333,11,0.05,9
8227704393,spam,420,43,46,5,3.73,2
8581168960,spam,351,38,5,14,2.17,2
9155590831,spam,266,20,49,15,2.69,5
6460083361,not_spam,1,2,534,50,0.01,9
6128268337,spam,349,23,25,5,3.85,1
9894787968,spam,467,62,24,10,2.8,5
8560592032,spam,63,70,27,6,4.58,4
7983839924,spam,254,63,34,10,3.86,6
8808512443,not_spam,0,3,479,57,0.05,21
8878127058,spam,77,53,10,8,1.25,0
7795334024,not_spam,1,5,327,67,0.02,11
7737886213,not_spam,0,10,253,78,0.03,10
9819705808,spam,467,62,24,10,2.8,5
9145242492,spam,411,63,27,4,4.03,4
9012469395,spam,426,73,58,4,3.3,6
6331123501,spam,315,41,23,12,3.42,3
9723923643,not_spam,0,4,193,21,0.0,17
6248973292,not_spam,2,3,422,83,0.02,12
8139609538,spam,469,53,45,7,3.88,3
8238747337,spam,462,72,34,15,2.57,0
7205410533,spam,282,42,29,3,4.98,0
9027763948,not_spam,1,1,281,35,0.01,18
7526207746,not_spam,0,9,572,40,0.04,8
9982295460,not_spam,1,8,331,80,0.02,18
6392521303,spam,356,95,56,7,3.21,6
6093237809,not_spam,1,5,574,86,0.04,11
9375681268,spam,258,34,28,3,2.88,1
8203666659,spam,196,60,28,15,1.18,2
7742060139,spam,288,87,56,12,2.38,5
6850914709,not_spam,0,7,362,98,0.01,18
9541374818,not_spam,0,3,544,91,0.03,17
7403784750,not_spam,1,8,276,26,0.02,16
8273884339,not_spam,1,1,167,15,0.04,21
6586606365,not_spam,2,6,420,64,0.01,22
6478063085,not_spam,2,3,357,24,0.02,19
7139418704,not_spam,2,6,420,64,0.01,22
7081891510,spam,254,72,8,4,3.82,1
7047241649,not_spam,2,8,284,37,0.04,12
9789713807,not_spam,1,9,299,63,0.04,20
9166512890,spam,173,96,42,13,1.23,3
7203906144,spam,426,65,52,11,3.42,2
8228292189,spam,85,55,56,6,3.85,6
9172322118,not_spam,2,4,257,61,0.03,22
7434770350,spam,352,95,57,14,1.52,1
9320972809,not_spam,1,2,176,72,0.05,13
8325043318,not_spam,2,3,566,68,0.04,11
6499977007,not_spam,1,9,451,83,0.0,15
7509334403,not_spam,0,2,134,90,0.01,22
9026466865,not_spam,1,8,168,16,0.01,18
9623506140,spam,184,31,55,10,1.85,3
6151374352,spam,71,29,56,10,3.79,4
6265776040,not_spam,2,1,131,56,0.03,21
6031331326,spam,57,40,54,6,3.13,3
9427164626,spam,380,98,49,13,4.28,5
6759952993,spam,376,24,35,15,2.81,0
8643720232,not_spam,1,2,445,27,0.04,11
6579124553,not_spam,0,6,315,40,0.05,21
8093639131,spam,288,38,55,10,3.49,1
8541046874,not_spam,1,7,458,98,0.02,8
8949441687,not_spam,1,1,279,52,0.02,13
7317078031,not_spam,2,3,143,13,0.02,11
6054000268,spam,443,48,21,3,1.22,3
9787656238,spam,148,62,14,9,1.4,2
9406437173,spam,170,82,49,8,3.1,2
6965631854,not_spam,2,1,98,72,0.03,9
8294515395,spam,184,37,51,2,4.83,1
8140030865,spam,351,38,5,14,2.17,2
7714715634,spam,132,69,10,2,3.09,4
9444644971,spam,270,54,15,2,2.12,6
9673544018,spam,77,45,6,14,3.24,2
7630716469,not_spam,0,2,134,90,0.01,22
9881598161,spam,165,39,8,4,3.28,1
6631030797,spam,466,65,56,3,3.61,6
7832013505,not_spam,2,4,504,94,0.03,8
6975239263,spam,253,96,7,14,4.58,3
8778736882,not_spam,0,8,525,100,0.0,10
8141682466,spam,250,80,13,2,1.26,6
8600561338,not_spam,2,9,105,97,0.02,21
6857938323,spam,481,22,7,10,4.19,3
6291575213,spam,135,44,14,14,2.74,4
8160424199,spam,335,55,25,10,2.73,3
6820702297,not_spam,0,6,78,19,0.02,12
6306655960,not_spam,0,4,419,77,0.04,14
7964963924,spam,253,96,7,14,4.58,3
8464492564,spam,317,22,31,8,1.03,4
6013674790,not_spam,0,7,149,97,0.02,21
9517207369,not_spam,2,4,397,22,0.02,8
6868650078,spam,375,70,58,3,2.93,3
6309558663,not_spam,0,5,371,20,0.03,17
7341172297,spam,350,26,58,7,1.85,3
7684621889,not_spam,2,10,83,52,0.02,22
7566249341,not_spam,2,1,281,18,0.04,11
9210145845,spam,135,44,14,14,2.74,4
8341164825,spam,258,64,6,4,3.17,4
8584262543,spam,118,86,34,13,3.99,2
6470995335,not_spam,0,1,530,66,0.01,14
7758522078,not_spam,0,7,445,95,0.02,22
9800203464,spam,482,89,58,5,3.85,4
9392382781,not_spam,1,3,431,84,0.02,20
7694668625,spam,198,36,38,6,1.99,3
6337746693,not_spam,0,4,193,21,0.0,17
6450585616,not_spam,1,6,315,23,0.01,12
8916301346,spam,418,65,43,9,4.07,6
6825383924,not_spam,0,4,456,20,0.0,22
6275368628,not_spam,0,2,527,37,0.02,20
7766818958,not_spam,2,4,531,96,0.03,19
6590558062,spam,202,38,40,13,3.79,1
8579477449,spam,284,57,45,2,2.35,1
8767594702,not_spam,1,7,289,29,0.03,22
6434805986,spam,278,59,53,4,4.68,1
7483131546,not_spam,0,10,103,46,0.04,16
7741057112,not_spam,0,4,331,56,0.01,18
6432351145,spam,322,82,24,4,4.92,4
7235606940,spam,234,35,47,15,3.06,3
6596670185,spam,203,52,49,13,2.16,2
8485914544,spam,474,68,39,11,1.66,6
6529015853,spam,316,52,24,8,3.27,1
7268146073,not_spam,2,4,504,53,0.05,13
9534572995,spam,60,72,21,6,4.98,4
6739634988,spam,165,39,8,4,3.28,1
7479095593,spam,254,63,34,10,3.86,6
7578168934,spam,138,47,16,14,2.36,4
7295779499,spam,70,25,5,14,1.11,5
6514330595,spam,71,30,49,8,4.38,0
9137066507,spam,374,48,6,8,1.04,2
7442770070,not_spam,1,10,582,72,0.04,21
8128988003,spam,301,31,32,10,4.74,6
9704346182,not_spam,1,7,538,35,0.03,9
7153019802,spam,405,82,19,2,1.56,6
9559806029,not_spam,2,10,432,42,0.02,14
7332173509,not_spam,2,1,247,77,0.02,9
6317510729,not_spam,1,9,433,72,0.0,15
8758579954,spam,442,61,25,6,1.93,3
7218657069,not_spam,0,10,117,68,0.01,14
9958713574,spam,355,22,14,6,4.91,5
8910615837,not_spam,2,2,263,82,0.01,18
7104145643,not_spam,1,8,218,46,0.04,8
8408655495,spam,317,69,38,10,3.48,6
6941283375,spam,165,23,11,11,4.29,6
9418916771,spam,450,81,17,3,1.36,4
7554181858,not_spam,0,7,466,78,0.03,19
7810941488,spam,396,25,20,8,1.83,4
6589297079,not_spam,2,3,314,80,0.01,10
8454892705,not_spam,1,9,222,89,0.04,19
6667023337,not_spam,1,9,595,42,0.02,20
6455947404,not_spam,1,1,393,68,0.05,18
7174012659,spam,68,97,13,4,1.72,3
9468981943,spam,246,75,52,14,3.91,5
8775288843,not_spam,2,2,213,57,0.02,8
7080894547,spam,346,25,20,2,3.42,5
7873261774,spam,83,64,5,10,3.77,4
6187893649,spam,76,42,42,10,3.04,3
7676909977,not_spam,1,5,349,91,0.02,12
9631233830,spam,116,35,21,7,1.47,4
8473001854,spam,367,37,28,3,2.56,4
9610719320,spam,407,98,45,5,2.38,3
6885965721,spam,174,51,30,5,2.17,5
8402846828,spam,472,52,18,4,3.01,0
6246918668,not_spam,0,4,519,31,0.03,17
8178142021,not_spam,1,4,125,13,0.03,16
6978869713,spam,365,77,35,5,1.34,1
9329346243,not_spam,2,2,316,71,0.01,19
8473793131,spam,374,48,6,8,1.04,2
7989231247,not_spam,2,4,504,94,0.03,8
9424934208,spam,60,32,56,15,2.01,4
8515013225,not_spam,2,3,135,67,0.01,11
7090218934,not_spam,0,2,134,91,0.01,17
9379432387,spam,498,88,39,7,1.71,4
8244978318,spam,450,32,52,4,4.39,0
9276800952,spam,286,56,47,2,2.52,2
9722694145,spam,420,50,27,10,4.49,2
6750487590,spam,453,25,37,7,3.55,1
9045041609,spam,85,55,56,6,3.85,6
6172278252,not_spam,0,5,442,13,0.01,10
8232098965,not_spam,2,10,456,96,0.04,15
8834096391,spam,321,89,16,9,2.0,3
6263373206,spam,444,25,11,9,3.6,6
8401977254,spam,50,29,15,4,2.3,1
8140181419,spam,204,78,31,3,2.49,0
6905612281,spam,407,88,58,15,4.18,0
6547842399,spam,375,70,58,3,2.93,3
8394779043,spam,277,86,15,4,4.69,3
9491746170,not_spam,1,10,487,39,0.03,22
9406388462,not_spam,2,10,286,83,0.01,17
6625163847,not_spam,0,3,146,21,0.02,20
8234890636,spam,465,52,55,8,4.87,5
8019271948,not_spam,2,5,415,62,0.0,16
9367911654,not_spam,2,10,385,98,0.0,20
9679745190,spam,162,43,57,10,2.25,0
6590858521,not_spam,0,7,199,87,0.05,17
7296289038,spam,90,63,18,8,2.65,1
6482639188,not_spam,2,4,453,66,0.04,18
9251893398,not_spam,0,2,418,52,0.04,22
6792314745,not_spam,2,8,229,93,0.02,15
6141088922,not_spam,1,1,281,35,0.01,18
7874591057,not_spam,1,1,96,83,0.03,9
6103457122,spam,211,73,42,12,2.78,4
7944677962,not_spam,1,3,455,88,0.02,17
9174359453,spam,278,59,53,4,4.68,1
9535940675,not_spam,0,10,315,85,0.01,9
9645884611,not_spam,2,4,453,66,0.04,18
9570569506,not_spam,1,2,484,29,0.02,15
7831447866,not_spam,2,1,577,40,0.05,13
9411139147,not_spam,2,2,316,71,0.01,19
7339294166,spam,482,74,57,9,1.8,5
6500680051,not_spam,1,5,198,16,0.04,14
7319049729,spam,481,68,28,8,3.72,4
8085038183,spam,347,52,37,7,1.2,0
9964486426,not_spam,2,8,328,53,0.03,17
7314348584,spam,320,25,17,12,1.08,0
7788152771,spam,156,78,48,11,4.36,0
9818009130,spam,317,69,38,10,3.48,6
6740087184,spam,480,85,9,7,4.46,2
6183649693,spam,270,35,60,14,3.25,3
8998775801,spam,112,30,40,7,2.71,2
9911839584,not_spam,1,10,569,17,0.0,21
6924828159,spam,253,96,7,14,4.58,3
7394879892,spam,58,53,35,10,1.01,0
9787137174,not_spam,2,5,453,67,0.0,21
8340173538,not_spam,1,5,513,98,0.03,16
9343722745,not_spam,1,4,125,13,0.03,16
6868838339,not_spam,2,1,275,39,0.01,13
9727854019,spam,419,59,24,4,2.72,0
8122642607,spam,236,76,20,15,4.44,2
7875930468,not_spam,1,10,531,60,0.01,12
8420209767,spam,93,94,12,3,1.43,6
9212675836,not_spam,2,7,275,78,0.01,18
6326180351,not_spam,2,10,315,87,0.04,18
9091441419,not_spam,0,8,222,84,0.03,15
7101592766,not_spam,1,6,398,89,0.05,20
7399048711,not_spam,2,6,202,95,0.04,20
6974857025,spam,431,44,20,7,3.91,5
7515718777,spam,175,85,37,13,1.67,2
6648227512,not_spam,1,8,586,22,0.04,18
8146937264,spam,481,22,7,10,4.19,3
8025203157,not_spam,2,3,69,26,0.04,10
8024698305,spam,496,53,26,10,4.82,5
9812874362,not_spam,2,8,229,93,0.02,15
9684362980,spam,453,25,37,7,3.55,1
9636511939,spam,201,49,21,13,2.65,5
8922676272,not_spam,0,10,103,46,0.04,16
9213702776,spam,450,32,52,4,4.39,0
7112911693,spam,407,88,58,15,4.18,0
9780612661,spam,381,98,27,3,1.78,4
7510944351,spam,204,78,31,3,2.49,0
8754232530,spam,300,33,47,7,3.39,1
7234624175,not_spam,1,9,431,66,0.04,15
6858268019,not_spam,0,4,267,91,0.04,22
8970759168,spam,246,100,43,12,4.12,3
9976680251,not_spam,1,2,310,42,0.01,16
8224514956,spam,466,65,56,3,3.61,6
6762639714,not_spam,2,8,492,99,0.02,19
9821978171,spam,341,56,36,13,4.91,4
8395917241,spam,387,71,52,11,1.06,6
8123014737,not_spam,2,1,166,95,0.04,12
7682216995,spam,347,31,6,9,1.39,4
7798555698,not_spam,0,10,478,79,0.05,12
8694630592,not_spam,1,4,323,86,0.02,18
8532632229,spam,205,28,29,3,2.41,6
7602043924,spam,93,64,27,5,3.01,4
8108549751,spam,426,21,46,9,2.5,3
7466838332,spam,252,65,52,9,2.12,0
7515193973,not_spam,1,3,543,71,0.02,8
7236527579,not_spam,0,3,266,80,0.0,19
9559303823,not_spam,1,6,82,12,0.01,9
6127817226,not_spam,0,6,121,82,0.03,12
8860438264,spam,356,95,56,7,3.21,6
6642065977,not_spam,1,7,331,75,0.01,19
8165466501,not_spam,1,4,244,13,0.05,14
7372282574,spam,102,89,16,8,4.89,6
6505362509,spam,162,43,57,10,2.25,0
6295997996,not_spam,1,5,590,61,0.02,20
9529358208,spam,476,94,44,11,2.22,3
8558132759,not_spam,1,9,160,44,0.04,20
6719994891,spam,472,27,13,8,2.68,1
9892842217,spam,148,34,52,7,2.9,1
6783018563,spam,131,35,33,10,2.24,3
7655718374,not_spam,1,4,232,26,0.04,14
9602735316,spam,179,30,51,11,2.79,5
9165575432,not_spam,2,6,168,23,0.02,19
7624720510,not_spam,1,4,448,36,0.0,9
9618139619,not_spam,0,4,363,50,0.04,21
8274165035,not_spam,1,8,586,22,0.04,18
7950448293,spam,175,85,37,13,1.67,2
9330307882,not_spam,1,4,347,49,0.03,15
7621951861,not_spam,0,8,419,82,0.0,16
6689775697,spam,198,36,38,6,1.99,3
8951025136,spam,165,23,11,11,4.29,6
8738807311,not_spam,0,1,99,43,0.02,9
8723151594,spam,454,54,20,11,2.48,6
8496674411,not_spam,0,9,108,54,0.04,13
8378900963,spam,259,75,39,14,4.14,5
6800818497,not_spam,1,2,329,24,0.03,22
6457651337,spam,207,27,23,12,3.88,5
6758329199,spam,297,24,60,3,2.82,2
6095880267,spam,148,34,52,7,2.9,1
6996920231,spam,112,48,13,6,1.7,4
8412321433,spam,162,43,57,10,2.25,0
7451720491,not_spam,1,1,565,85,0.03,18
8464513360,spam,262,86,28,13,2.3,3
8782980746,not_spam,1,6,595,48,0.01,14
7014606238,not_spam,1,3,185,40,0.0,12
7743800368,not_spam,1,3,351,77,0.04,20
6089922670,not_spam,0,10,346,57,0.05,13
9179484786,not_spam,1,5,99,59,0.01,19
8005824697,spam,326,97,10,9,4.91,0
6248450931,not_spam,2,1,321,67,0.0,14
8877684856,spam,162,22,19,14,1.61,5
8106212426,not_spam,1,7,429,75,0.04,16
6081103674,spam,211,41,23,4,1.12,0
9831346391,not_spam,0,10,237,52,0.05,11
7496115030,spam,342,73,15,8,4.7,0
6978231548,spam,216,62,27,4,4.51,6
9761602713,not_spam,0,9,592,64,0.05,19
8832474895,spam,125,25,12,7,2.59,2
8460680444,not_spam,1,7,226,61,0.0,18
6998133923,not_spam,0,2,102,63,0.04,22
6983797940,not_spam,1,2,176,72,0.05,13
7039733789,not_spam,1,5,195,25,0.04,21
6091114398,spam,352,62,47,12,2.66,1
6562330282,not_spam,2,3,459,18,0.04,18
8729863953,spam,134,99,54,14,1.1,2
6526540877,spam,77,45,6,14,3.24,2
9520080974,spam,402,57,37,11,3.4,5
9300180087,spam,132,36,59,5,2.43,1
7325079308,not_spam,1,2,90,50,0.05,15
8497179129,spam,276,84,40,13,2.25,5
9607405892,not_spam,2,4,323,26,0.0,18
7968516221,spam,430,89,36,12,1.95,5
6150168190,spam,112,30,40,7,2.71,2
6799928772,not_spam,2,9,105,97,0.02,21
7003328241,not_spam,1,2,445,27,0.04,11
6920636433,spam,416,34,43,6,1.81,5
8286390395,spam,476,94,44,11,2.22,3
8787172169,not_spam,2,7,280,65,0.04,13
6570879983,spam,93,94,12,3,1.43,6
8544592428,not_spam,0,1,107,99,0.03,21
7445766824,not_spam,0,9,523,40,0.05,17
8441497844,spam,354,26,55,14,4.83,5
7328502043,not_spam,1,9,222,89,0.04,19
8023860456,not_spam,2,3,126,12,0.03,12
6626003373,not_spam,1,7,289,29,0.03,22
9206745311,spam,335,55,25,10,2.73,3
9524968603,spam,197,20,31,6,2.64,2
7722398017,not_spam,0,5,371,20,0.03,17
9489843950,not_spam,2,6,154,80,0.03,15
7079118175,spam,125,53,48,6,1.79,5
8946542169,spam,249,59,43,6,1.84,2
8106580999,not_spam,0,8,222,84,0.03,15
8597217847,not_spam,1,3,543,71,0.02,8
9551939729,not_spam,0,6,121,82,0.03,12
7108287865,spam,247,99,15,7,1.88,6
8786517412,spam,246,100,43,12,4.12,3
6122883754,not_spam,0,4,517,62,0.05,20
8064367613,spam,94,78,44,8,1.14,0
6820365272,spam,351,38,5,14,2.17,2
7797162185,not_spam,0,7,316,70,0.01,21
9986232873,spam,316,52,24,8,3.27,1
7356035162,spam,224,45,13,3,1.14,5
8613433270,not_spam,2,3,151,27,0.01,8
8659858796,not_spam,2,6,124,41,0.01,11
9588464361,not_spam,0,7,343,95,0.04,17
8191585517,spam,198,36,38,6,1.99,3
8145321950,not_spam,2,6,124,41,0.01,11
6277877943,not_spam,2,5,535,77,0.03,22
8882051226,spam,173,69,51,6,1.69,1
6594342073,spam,164,68,26,8,2.56,0
7645893076,spam,472,52,18,4,3.01,0
9528907600,not_spam,2,5,556,90,0.02,17
7013232743,spam,396,25,20,8,1.83,4
7504165208,not_spam,0,8,134,60,0.05,21
7760457361,spam,317,22,31,8,1.03,4
9168404790,spam,96,97,6,12,2.37,4
6564759024,spam,498,88,39,7,1.71,4
8854605888,not_spam,0,5,531,69,0.03,14
9036648631,not_spam,0,6,493,41,0.04,8
7848682220,not_spam,2,1,107,31,0.04,9
6459083051,not_spam,2,1,186,24,0.05,20
8391575595,spam,321,89,16,9,2.0,3
9349391860,not_spam,2,4,353,10,0.04,17
7001005824,spam,234,35,47,15,3.06,3
8077053384,spam,473,84,36,15,1.5,2
6511169999,not_spam,2,3,143,13,0.02,11
8671223992,spam,201,49,21,13,2.65,5
6408000463,not_spam,1,3,351,77,0.04,20
6693513480,spam,403,29,48,8,1.52,0
7641662934,spam,221,76,40,11,4.5,1
7692114812,not_spam,2,9,115,39,0.04,20
8434975406,spam,499,91,29,3,3.28,4
6787459357,spam,393,97,35,12,2.78,3
9192708276,spam,458,50,9,12,4.43,2
9814714685,not_spam,1,1,335,52,0.0,9
7273896665,spam,352,32,7,9,3.3,5
9426152316,not_spam,1,1,495,25,0.01,21
9579286752,spam,275,42,19,9,2.09,4
9780639049,not_spam,0,7,149,97,0.02,21
9260860135,not_spam,0,6,315,40,0.05,21
6042811136,not_spam,1,7,458,77,0.05,11
9674968868,spam,93,64,27,5,3.01,4
8548018856,not_spam,1,5,454,89,0.02,18
8860165662,not_spam,1,1,281,35,0.01,18
6068214480,spam,332,73,53,13,4.79,1
7795407842,not_spam,0,10,583,54,0.05,16
7947394891,not_spam,2,3,135,67,0.01,11
9221573522,not_spam,0,3,266,80,0.0,19
7551421866,spam,243,39,25,13,1.02,3
9578631513,not_spam,1,4,441,28,0.02,10
9898317301,spam,323,45,24,4,3.7,0
6680918828,spam,405,59,60,11,1.68,1
8419200400,spam,409,23,27,13,4.0,4
7212172655,not_spam,0,7,487,38,0.03,13
9006762028,not_spam,1,2,310,42,0.01,16
9914573660,spam,431,44,20,7,3.91,5
7976075446,spam,208,57,29,12,3.55,6
6688999171,spam,284,57,45,2,2.35,1
6392467249,not_spam,1,5,396,93,0.04,21
6298540304,spam,264,28,39,13,4.7,6
8027299768,spam,68,42,14,14,4.84,2
9688138824,spam,412,67,15,3,3.91,6
7417932875,not_spam,1,4,347,49,0.03,15
6998137784,not_spam,2,3,135,67,0.01,11
6641480152,spam,157,66,50,8,1.19,1
9765521477,not_spam,1,6,199,84,0.04,9
6048723470,spam,318,59,15,6,1.84,5
7891844374,not_spam,1,9,160,44,0.04,20
6341529915,spam,372,85,58,2,1.96,5
8738221349,not_spam,0,1,240,28,0.0,13
9057308694,not_spam,0,4,363,50,0.04,21
7504585848,spam,125,25,12,7,2.59,2
7089370156,spam,167,86,36,12,3.17,2
8305534230,not_spam,0,1,260,32,0.04,11
9545995110,not_spam,2,4,531,96,0.03,19
8780934233,not_spam,2,8,397,14,0.04,14
8824031872,not_spam,0,5,531,69,0.03,14
9344433141,not_spam,1,2,176,72,0.05,13
9105158333,spam,136,24,49,9,3.84,6
8923472544,not_spam,2,1,107,31,0.04,9
7555750627,spam,82,72,52,13,3.19,0
6421013378,spam,463,35,26,12,4.86,0
8802631528,not_spam,1,3,519,70,0.02,10
8626924366,not_spam,0,5,272,63,0.05,13
9391697169,spam,375,70,58,3,2.93,3
9498885397,not_spam,1,6,270,97,0.03,19
7885341337,spam,170,34,55,8,4.09,2
7138670984,spam,173,98,27,3,1.02,3
6746448807,spam,184,42,39,3,4.64,2
9159070274,not_spam,2,7,318,11,0.02,9
8569532912,not_spam,2,9,315,85,0.04,22
9841122017,not_spam,1,2,520,87,0.03,21
7302980809,spam,372,43,19,2,3.07,1
8764431667,spam,278,59,53,4,4.68,1
8680317267,not_spam,1,3,278,24,0.05,8
8619506571,not_spam,2,9,315,85,0.04,22
8297766825,spam,71,29,25,7,3.02,4
8407434464,not_spam,1,2,73,44,0.03,20
8233117285,spam,209,52,38,5,2.18,0
9388214669,spam,123,34,30,2,3.68,1
6285192060,spam,203,26,6,2,2.65,1
8786629896,not_spam,2,2,318,64,0.02,15
8424120712,not_spam,2,1,98,72,0.03,9
9802933492,spam,349,23,25,5,3.85,1
6895380554,not_spam,2,2,263,82,0.01,18
6307282478,not_spam,1,1,143,87,0.03,8
6266425031,not_spam,1,6,82,12,0.01,9
7714554433,spam,257,50,20,8,3.53,6
8593087051,not_spam,2,1,510,64,0.04,19
9573638296,spam,473,84,36,15,1.5,2
9135647783,spam,202,38,40,13,3.79,1
7700352085,not_spam,2,7,280,65,0.04,13
9050798917,not_spam,2,5,453,67,0.0,21
6042043585,spam,300,80,15,5,3.0,2
7875292620,not_spam,1,7,238,33,0.01,11
7011380900,not_spam,0,2,106,75,0.04,16
8272441151,spam,78,76,58,3,3.1,1
7517983917,not_spam,1,2,503,23,0.0,11
8270373901,spam,482,74,57,9,1.8,5
6496490437,not_spam,2,6,235,80,0.01,17
8118160001,spam,253,96,7,14,4.58,3
8358392219,spam,259,99,13,14,3.29,3
7204466930,not_spam,0,2,561,66,0.0,10
6278295634,spam,246,100,43,12,4.12,3
6014824713,spam,118,40,52,13,2.81,1
8316711495,spam,327,82,50,10,2.57,3
7817464107,spam,96,97,6,12,2.37,4
8142519985,spam,294,71,53,12,1.19,4
8818324771,not_spam,2,9,571,68,0.01,18
9746026885,not_spam,2,6,241,73,0.02,10
7383565152,spam,288,38,55,10,3.49,1
8553458931,spam,474,68,39,11,1.66,6
7798693006,not_spam,2,8,286,57,0.04,16
7675658599,spam,293,57,37,11,3.36,3
9529796749,not_spam,1,9,385,16,0.02,13
6353815716,spam,393,97,35,12,2.78,3
7156675762,not_spam,2,3,256,64,0.01,19
7442751957,not_spam,1,2,176,72,0.05,13
9695066794,not_spam,1,2,541,23,0.02,16
6131095347,not_spam,2,4,274,68,0.05,19
7803437023,not_spam,1,10,582,72,0.04,21
6480257294,spam,207,53,25,6,4.7,4
6978465417,not_spam,0,5,333,66,0.05,17
9098367986,spam,354,26,55,14,4.83,5
8556041524,not_spam,2,10,238,35,0.01,9
8453275728,not_spam,2,7,318,11,0.02,9
7555520261,spam,82,21,55,7,4.1,3
8232569781,not_spam,0,2,330,53,0.04,13
8509826316,not_spam,2,5,535,77,0.03,22
8114413643,not_spam,0,4,146,48,0.03,17
7447487609,not_spam,0,3,385,44,0.01,13
9966236577,spam,373,68,9,14,3.97,0
6316965586,spam,294,85,17,6,4.5,0
9202620770,spam,67,97,46,11,2.83,3
8756022066,spam,60,96,36,5,1.22,4
9805755333,not_spam,0,6,151,39,0.05,21
7907976914,not_spam,1,8,333,11,0.05,9
8262665368,not_spam,0,5,371,20,0.03,17
6795814476,not_spam,2,7,587,24,0.04,9
6270420468,spam,288,87,56,12,2.38,5
9646838380,not_spam,0,5,454,50,0.03,13
7174377578,not_spam,0,6,493,41,0.04,8
6705442363,not_spam,1,5,536,15,0.01,22
8366366618,spam,442,72,28,2,4.17,2
7473103743,not_spam,2,7,587,24,0.04,9
7468142269,spam,197,20,31,6,2.64,2
8037500558,not_spam,1,7,289,29,0.03,22
8374607776,spam,102,89,16,8,4.89,6
6605027338,spam,186,81,9,11,1.25,4
9903164264,not_spam,0,8,518,71,0.01,8
7056484116,not_spam,2,9,384,60,0.01,10
6932631166,not_spam,1,5,590,61,0.02,20
7374342541,spam,309,65,6,13,3.09,0
7445250595,not_spam,2,6,133,35,0.01,11
6226564696,spam,179,39,25,2,2.21,0
9491239337,spam,62,34,56,4,4.74,6
7831790655,spam,347,55,16,3,3.85,1
7546464608,not_spam,1,3,208,15,0.02,17
6148147262,spam,71,30,49,8,4.38,0
8744711043,spam,384,55,9,7,3.74,3
8689806234,spam,101,98,53,12,1.66,1
7037593547,not_spam,0,5,454,50,0.03,13
9213232472,not_spam,2,9,571,68,0.01,18
7656887467,not_spam,1,1,499,82,0.01,10
8343139994,spam,182,23,36,13,1.28,2
9067126135,spam,357,69,10,12,2.78,5
7153953270,spam,442,88,11,15,3.59,5
7793249417,not_spam,1,9,80,86,0.01,10
6117093610,not_spam,1,4,341,72,0.05,9
6330677785,spam,306,43,35,2,3.48,6
9831841819,spam,266,20,49,15,2.69,5
9845194133,spam,346,25,20,2,3.42,5
8019506521,not_spam,0,2,212,36,0.04,8
6765240224,spam,97,100,57,13,4.86,5
9200785542,not_spam,1,4,446,20,0.0,13
6675546936,not_spam,0,4,419,77,0.04,14
7016864939,spam,172,67,35,14,4.87,6
7057270296,spam,82,23,42,6,3.99,0
6379123395,not_spam,1,3,427,59,0.0,8
9498949052,spam,60,32,56,15,2.01,4
9430561516,spam,122,92,51,13,1.48,2
8075982044,not_spam,2,8,117,66,0.03,16
8410189341,spam,234,96,52,10,1.34,0
7752020665,spam,143,32,56,14,3.06,0
8353990190,spam,421,70,15,11,3.94,0
6749866044,spam,390,65,10,8,4.37,6
9493228761,not_spam,0,7,493,94,0.04,18
9282181476,spam,409,97,57,7,3.75,2
7862068566,not_spam,1,3,309,90,0.05,12
7434260659,spam,418,92,56,5,1.04,2
8321396834,not_spam,0,10,253,78,0.03,10
7007463523,not_spam,0,6,492,27,0.02,13
6290411498,not_spam,2,1,107,31,0.04,9
8601403125,not_spam,0,6,141,16,0.01,16
9581668892,spam,393,36,6,11,1.21,0
8399163421,spam,132,96,45,2,4.16,2
6756779544,spam,68,97,13,4,1.72,3
7141757244,spam,190,85,13,9,2.51,0
6522866667,not_spam,1,2,534,50,0.01,9
7358729555,spam,432,37,48,10,1.82,1
8694545956,spam,158,94,37,15,4.21,6
7375313294,spam,471,29,43,9,1.61,6
8652302557,spam,333,100,60,15,1.69,3
8842441732,not_spam,2,4,366,86,0.05,22
6564619990,not_spam,1,8,408,78,0.02,14
7532096846,spam,334,54,31,3,2.8,4
